total Cells: 1554
(9878.22, 100, 5302.22),(9780.45, 100, 5302.22),(9741.33, 100, 5380.45)
(8783.11, 100, 5654.22),(8685.33, 100, 5654.22),(8646.22, 100, 5732.45)
(9252.45, 100, 5517.33),(9096, 100, 5517.33),(9056.89, 100, 5595.56)
(9741.33, 100, 5380.45),(9565.33, 100, 5380.45),(9526.22, 100, 5458.67)
(10152, 100, 5243.56),(9917.33, 100, 5243.56),(9878.22, 100, 5302.22)
(9526.22, 100, 5458.67),(9291.56, 100, 5458.67),(9252.45, 100, 5517.33)
(9056.89, 100, 5595.56),(8822.22, 100, 5595.56),(8783.11, 100, 5654.22)
(8646.22, 100, 5732.45),(8411.56, 100, 5791.11),(8372.45, 100, 5869.33)
(8372.45, 100, 5869.33),(8137.78, 100, 5928),(8098.67, 100, 6006.22)
(10562.7, 100, 5165.33),(10191.1, 100, 5165.33),(10152, 100, 5243.56)
(10152, 100, 5243.56),(9878.22, 100, 5302.22),(9741.33, 100, 5380.45)
(9056.89, 100, 5595.56),(8783.11, 100, 5654.22),(8646.22, 100, 5732.45)
(11012.4, 100, 5106.67),(10601.8, 100, 5106.67),(10562.7, 100, 5165.33)
(9526.22, 100, 5458.67),(9252.45, 100, 5517.33),(9056.89, 100, 5595.56)
(10152, 100, 5243.56),(9741.33, 100, 5380.45),(9526.22, 100, 5458.67)
(9056.89, 100, 5595.56),(8646.22, 100, 5732.45),(8372.45, 100, 5869.33)
(11012.4, 100, 5106.67),(10562.7, 100, 5165.33),(10152, 100, 5243.56)
(11012.4, 100, 5106.67),(10152, 100, 5243.56),(9526.22, 100, 5458.67)
(11012.4, 100, 5106.67),(9526.22, 100, 5458.67),(8098.67, 100, 6006.22)
(11012.4, 100, 5106.67),(8098.67, 100, 6006.22),(11012.4, 100, 6006.22)
(9056.89, 100, 5595.56),(8372.45, 100, 5869.33),(8098.67, 100, 6006.22)
(9056.89, 100, 5595.56),(8098.67, 100, 6006.22),(9526.22, 100, 5458.67)
(13280.9, 100, 5380.45),(13222.2, 100, 5302.22),(13144, 100, 5302.22)
(13848, 100, 5595.56),(13789.3, 100, 5517.33),(13691.6, 100, 5517.33)
(14043.6, 100, 5654.22),(14004.4, 100, 5595.56),(13848, 100, 5595.56)
(13691.6, 100, 5517.33),(13652.4, 100, 5458.67),(13496, 100, 5458.67)
(13144, 100, 5302.22),(13104.9, 100, 5243.56),(12948.4, 100, 5243.56)
(13496, 100, 5458.67),(13437.3, 100, 5380.45),(13280.9, 100, 5380.45)
(12948.4, 100, 5243.56),(12889.8, 100, 5165.33),(12733.3, 100, 5165.33)
(13280.9, 100, 5380.45),(13144, 100, 5302.22),(12948.4, 100, 5243.56)
(13848, 100, 5595.56),(13691.6, 100, 5517.33),(13496, 100, 5458.67)
(14454.2, 100, 6006.22),(14121.8, 100, 5654.22),(14043.6, 100, 5654.22)
(13280.9, 100, 5380.45),(12948.4, 100, 5243.56),(12733.3, 100, 5165.33)
(13280.9, 100, 5380.45),(12733.3, 100, 5165.33),(11012.4, 100, 5106.67)
(13280.9, 100, 5380.45),(11012.4, 100, 5106.67),(11012.4, 100, 6006.22)
(13280.9, 100, 5380.45),(11012.4, 100, 6006.22),(14454.2, 100, 6006.22)
(13848, 100, 5595.56),(13496, 100, 5458.67),(13280.9, 100, 5380.45)
(13848, 100, 5595.56),(13280.9, 100, 5380.45),(14454.2, 100, 6006.22)
(14454.2, 100, 6006.22),(14043.6, 100, 5654.22),(13848, 100, 5595.56)
(12733.3, 100, 5165.33),(12694.2, 100, 5106.67),(11012.4, 100, 5106.67)
(4832.89, 100, 8098.67),(4754.67, 100, 8137.78),(4754.67, 100, 8196.45)
(4832.89, 100, 8098.67),(4754.67, 100, 8196.45),(5517.33, 100, 8196.45)
(5419.56, 100, 7512),(5243.56, 100, 7512),(5204.45, 100, 7570.67)
(5576, 100, 8196.45),(5732.45, 100, 8196.45),(5732.45, 100, 7903.11)
(5517.33, 100, 8196.45),(5576, 100, 8196.45),(5732.45, 100, 7903.11)
(5204.45, 100, 7570.67),(4891.56, 100, 7570.67),(4813.33, 100, 7688)
(5419.56, 100, 7512),(5204.45, 100, 7570.67),(4813.33, 100, 7688)
(5419.56, 100, 7512),(4813.33, 100, 7688),(4832.89, 100, 8098.67)
(5419.56, 100, 7512),(4832.89, 100, 8098.67),(5517.33, 100, 8196.45)
(5419.56, 100, 7512),(5517.33, 100, 8196.45),(5732.45, 100, 7903.11)
(5732.45, 100, 7903.11),(5771.56, 100, 7864),(5419.56, 100, 7512)
(5771.56, 100, 7864),(6006.22, 100, 7864),(6006.22, 100, 6925.33)
(5771.56, 100, 7864),(6006.22, 100, 6925.33),(5458.67, 100, 7433.78)
(5771.56, 100, 7864),(5458.67, 100, 7433.78),(5419.56, 100, 7512)
(4754.67, 100, 8294.22),(4696, 100, 8333.33),(4754.67, 100, 8392)
(4754.67, 100, 8294.22),(4754.67, 100, 8392),(5321.78, 100, 8411.56)
(4754.67, 100, 8294.22),(5321.78, 100, 8411.56),(5321.78, 100, 8313.78)
(5400, 100, 8255.11),(5478.22, 100, 8255.11),(5517.33, 100, 8196.45)
(5400, 100, 8255.11),(5517.33, 100, 8196.45),(4754.67, 100, 8196.45)
(4754.67, 100, 8528.89),(5419.56, 100, 8528.89),(5321.78, 100, 8411.56)
(4754.67, 100, 8528.89),(5321.78, 100, 8411.56),(4754.67, 100, 8392)
(5321.78, 100, 8313.78),(5400, 100, 8255.11),(4754.67, 100, 8196.45)
(5321.78, 100, 8313.78),(4754.67, 100, 8196.45),(4754.67, 100, 8294.22)
(5732.45, 100, 8196.45),(5576, 100, 8196.45),(5654.22, 100, 8255.11)
(5654.22, 100, 8411.56),(5576, 100, 8528.89),(5732.45, 100, 8528.89)
(5732.45, 100, 8196.45),(5654.22, 100, 8255.11),(5654.22, 100, 8411.56)
(5732.45, 100, 8196.45),(5654.22, 100, 8411.56),(5732.45, 100, 8528.89)
(4754.67, 100, 8528.89),(4754.67, 100, 8626.67),(4832.89, 100, 8685.33)
(4754.67, 100, 8528.89),(4832.89, 100, 8685.33),(5419.56, 100, 8528.89)
(4969.78, 100, 9154.67),(4969.78, 100, 9311.11),(5028.45, 100, 9350.22)
(5732.45, 100, 8685.33),(5732.45, 100, 8528.89),(5576, 100, 8528.89)
(4891.56, 100, 8939.56),(4891.56, 100, 9096),(4969.78, 100, 9154.67)
(4832.89, 100, 8685.33),(4832.89, 100, 8900.45),(4891.56, 100, 8939.56)
(5732.45, 100, 8685.33),(5576, 100, 8528.89),(5419.56, 100, 8528.89)
(5771.56, 100, 8724.45),(5732.45, 100, 8685.33),(5419.56, 100, 8528.89)
(5028.45, 100, 9350.22),(5028.45, 100, 9408.89),(5439.11, 100, 9408.89)
(4832.89, 100, 8685.33),(4891.56, 100, 8939.56),(4969.78, 100, 9154.67)
(5028.45, 100, 9350.22),(5439.11, 100, 9408.89),(5556.45, 100, 9408.89)
(5673.78, 100, 11012.4),(6006.22, 100, 11012.4),(6006.22, 100, 10816.9)
(5673.78, 100, 11012.4),(6006.22, 100, 10816.9),(5673.78, 100, 10816.9)
(4969.78, 100, 9154.67),(5028.45, 100, 9350.22),(5556.45, 100, 9408.89)
(4969.78, 100, 9154.67),(5556.45, 100, 9408.89),(5771.56, 100, 8724.45)
(4969.78, 100, 9154.67),(5771.56, 100, 8724.45),(5419.56, 100, 8528.89)
(4969.78, 100, 9154.67),(5419.56, 100, 8528.89),(4832.89, 100, 8685.33)
(5400, 100, 9956.45),(5439.11, 100, 9936.89),(5439.11, 100, 9604.45)
(5400, 100, 9956.45),(5439.11, 100, 9604.45),(5400, 100, 9584.89)
(5400, 100, 9956.45),(5400, 100, 9584.89),(5028.45, 100, 9408.89)
(5400, 100, 9956.45),(5028.45, 100, 9408.89),(5028.45, 100, 10132.4)
(5400, 100, 9584.89),(5400, 100, 9448),(5028.45, 100, 9408.89)
(5028.45, 100, 10132.4),(5439.11, 100, 10132.4),(5400, 100, 10093.3)
(5400, 100, 9448),(5439.11, 100, 9408.89),(5028.45, 100, 9408.89)
(5028.45, 100, 10132.4),(5400, 100, 10093.3),(5400, 100, 9956.45)
(5771.56, 100, 8724.45),(5556.45, 100, 9408.89),(6006.22, 100, 9428.45)
(5771.56, 100, 8724.45),(6006.22, 100, 9428.45),(6006.22, 100, 8724.45)
(6006.22, 100, 9936.89),(6006.22, 100, 9565.33),(5576, 100, 9584.89)
(6006.22, 100, 9936.89),(5576, 100, 9584.89),(5576, 100, 9936.89)
(5556.45, 100, 10132.4),(5634.67, 100, 10132.4),(5595.56, 100, 10073.8)
